protein_id_3610	PS	assembly_3610	seq_type_3610	chromosome_3610	genomic_accession_3610	start_3610	end_3610	strand_3610	name_3610	symbol_3610	locus_tag_3610	feature_interval_length_3610	product_length_3610	protein_id_168	assembly_168	seq_type_168	chromosome_168	genomic_accession_168	start_168	end_168	strand_168	name_168	symbol_168	locus_tag_168	feature_interval_length_168	product_length_168	symbol_168	category	syn_name	synonyms	operons
AQZ92914.1	1	GCA_002055965.1	chromosome		CP020102.1	4142713	4144116	-	amino-acid permease RocE	rocE	B4U62_21670	1404	467	CAB16070.1	GCA_000009045.1	chromosome	NA	AL009126.3	4142675	4144078	-	arginine/ornithine/gamma-aminobutyrate permease	rocE	BSU_40330	1404	467	rocE	Cellular processes#Transporters#Transporters/ other#Amino acid transporters#Other amino acid transporters;Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of arginine;Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids#Utilization of arginine/ ornithine;Groups of genes#Membrane proteins	rocE	rocE	rocD→rocF
AQZ88999.1	1	GCA_002055965.1	chromosome		CP020102.1	103609	106041	+	ATP-dependent Clp protease ATP-binding subunit ClpC	clpC	B4U62_00575	2433	810	CAB11862.1	GCA_000009045.1	chromosome	NA	AL009126.3	103572	106004	+	class III stress response-related ATPase, AAA+ superfamily	clpC	BSU_00860	2433	810	clpC	Information processing#Protein synthesis, modification and degradation#Proteolysis#Additional proteins involved in proteolysis;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Lifestyles#Coping with stress#General stress proteins (controlled by SigB);Lifestyles#Coping with stress#Heat shock proteins;Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	clpC	clpC;mecB	ctsR→disA
AQZ91152.1	1	GCA_002055965.1	chromosome		CP020102.1	2358943	2359356	-	methylglyoxal synthase	mgsA	B4U62_12210	414	137	CAB14164.1	GCA_000009045.1	chromosome	NA	AL009126.3	2358911	2359324	-	methylglyoxal synthase	mgsA	BSU_22480	414	137	mgsA	Metabolism#Carbon metabolism#Carbon core metabolism#Glycolysis	mgsA	mgsA;ypjF;jojF	ypjD→birA
AQZ91669.1	1	GCA_002055965.1	chromosome		CP020102.1	2837487	2838794	-	MFS transporter	csbX	B4U62_14985	1308	435	CAB14736.2	GCA_000009045.1	chromosome	NA	AL009126.3	2837469	2838776	-	putative catecholate siderophose exporter	csbX	BSU_27760	1308	435	csbX	Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Lifestyles#Coping with stress#General stress proteins (controlled by SigB);Groups of genes#Membrane proteins	csbX	csbX	csbX→bofC
AQZ89661.1	1	GCA_002055965.1	chromosome		CP020102.1	832584	833264	+	response regulator	citT	B4U62_04290	681	226	CAB12588.1	GCA_000009045.1	chromosome	NA	AL009126.3	832545	833225	+	two-component response regulator	citT	BSU_07590	681	226	citT	Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of organic acids;Information processing#Regulation of gene expression#Transcription factors and their control#Two-component system response regulators;Groups of genes#Phosphoproteins#Phosphorylation on an Asp residue	citT	citT;yflQ	citS→yflP
AQZ93030.1	2	GCA_002055965.1	chromosome		CP020102.1	1194365	1194859	+	MFS transporter	yitZ	B4U62_06205	495	164	CAB12959.1	GCA_000009045.1	chromosome	NA	AL009126.3	1194333	1194827	+	putative transport protein	yitZ	BSU_11180	495	164	yitZ	Lifestyles#Coping with stress#Resistance against toxins/ antibiotics/ based on similarity;Groups of genes#Membrane proteins	yitZ	yitZ	NA
AQZ91712.1	1	GCA_002055965.1	chromosome		CP020102.1	2880483	2882807	-	Lon protease 1	lonA	B4U62_15210	2325	774	CAB14780.1	GCA_000009045.1	chromosome	NA	AL009126.3	2880466	2882790	-	class III heat-shock ATP-dependent LonA protease	lonA	BSU_28200	2325	774	lonA	Information processing#Protein synthesis, modification and degradation#Proteolysis#Additional proteins involved in proteolysis;Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis#Signal transduction in motility and chemotaxis#Additional chemotaxis signal transduction and regulatory proteins	lonA	lonA;lon	lonA→ysxC
AQZ92519.1	1	GCA_002055965.1	chromosome		CP020102.1	3747292	3748293	-	rod shape-determining protein	mbl	B4U62_19620	1002	333	CAB15658.2	GCA_000009045.1	chromosome	NA	AL009126.3	3747254	3748255	-	MreB-like morphogen	mbl	BSU_36410	1002	333	mbl	Cellular processes#Cell envelope and cell division#Cell shape;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Essential genes;Groups of genes#Membrane proteins	mbl	mbl	mbl, usd→mbl
AQZ90954.1	8	GCA_002055965.1	chromosome		CP020102.1	2195205	2195579	+	hypothetical protein	yoqO	B4U62_11195	375	124	CAB13948.1	GCA_000009045.1	chromosome	NA	AL009126.3	2195173	2195547	+	"putative membrane protein; phage SPbeta"	yoqO	BSU_20560	375	124	yoqO	Prophages and mobile genetic elements#Prophages#SP-beta prophage	yoqO	yoqO	yoqO
AQZ91418.1	1	GCA_002055965.1	chromosome		CP020102.1	2610949	2611359	-	cytidine deaminase	cdd	B4U62_13665	411	136	CAB14459.1	GCA_000009045.1	chromosome	NA	AL009126.3	2610927	2611337	-	cytidine/deoxycytidine deaminase	cdd	BSU_25300	411	136	cdd	Metabolism#Nucleotide metabolism#Nucleotide metabolism/ other	cdd	cdd	cdd→recO
AQZ89099.1	8	GCA_002055965.1	chromosome		CP020102.1	210268	210558	+	hypothetical protein	ybcH	B4U62_01185	291	96	CAB11963.1	GCA_000009045.1	chromosome	NA	AL009126.3	210224	210514	+	"conserved protein of unknown function; prophage 1 region"	ybcH	BSU_01870	291	96	ybcH	Prophages and mobile genetic elements#Prophages#Prophage 1;Groups of genes#Proteins of unknown function	ybcH	ybcH	ndhF→ybcI
AQZ91306.1	1	GCA_002055965.1	chromosome		CP020102.1	2507320	2508225	-	methylisocitrate lyase	prpB	B4U62_13060	906	301	CAB14343.1	GCA_000009045.1	chromosome	NA	AL009126.3	2507298	2508203	-	2-methylisocitrate lyase	mmgF	BSU_24120	906	301	mmgF	Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids#Utilization of branched-chain amino acids;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other	mmgF	mmgF;yqiQ;prpB	mmgA→mmgF
AQZ92938.1	8	GCA_002055965.1	chromosome		CP020102.1	4169663	4169983	-	hypothetical protein		B4U62_21825	321	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQZ90255.1	1	GCA_002055965.1	chromosome		CP020102.1	1429616	1430152	+	acireductone dioxygenase	mtnD	B4U62_07520	537	178	CAB13235.1	GCA_000009045.1	chromosome	NA	AL009126.3	1429584	1430120	+	acireductone dioxygenase (Ni2+ or Fe2+-requiring)	mtnD	BSU_13620	537	178	mtnD	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of methionine/ S-adenosylmethionine	mtnD	mtnD;ykrZ	mtnW→mtnD
AQZ89056.1	1	GCA_002055965.1	chromosome		CP020102.1	148967	149911	+	DNA-directed RNA polymerase subunit alpha	rpoA	B4U62_00870	945	314	CAB11919.1	GCA_000009045.1	chromosome	NA	AL009126.3	148931	149875	+	RNA polymerase (alpha subunit)	rpoA	BSU_01430	945	314	rpoA	Information processing#RNA synthesis and degradation#Transcription#RNA polymerase;Groups of genes#Essential genes	rpoA	rpoA	rpsJ→rplQ
AQZ91777.1	1	GCA_002055965.1	chromosome		CP020102.1	2952241	2952600	-	50S ribosomal protein L20	rplT	B4U62_15555	360	119	CAB14845.1	GCA_000009045.1	chromosome	NA	AL009126.3	2952224	2952583	-	ribosomal protein L20	rplT	BSU_28850	360	119	rplT	Information processing#Protein synthesis, modification and degradation#Translation#Ribosomal proteins;Information processing#Regulation of gene expression#RNA binding regulators;Groups of genes#Essential genes	rplT	rplT	infC→ysdA
AQZ91513.1	4	GCA_002055965.1	chromosome		CP020102.1	2691010	2691465	-	hypothetical protein	yqaQ	B4U62_14145	456	151	CAB14563.1	GCA_000009045.1	chromosome	NA	AL009126.3	2690989	2691444	-	"putative phage DNA-binding protein; skin element"	yqaQ	BSU_26220	456	151	yqaQ	Prophages and mobile genetic elements#Prophages#Skin element	yqaQ	yqaQ	NA
AQZ93078.1	1	GCA_002055965.1	chromosome		CP020102.1	2362438	2362995	-	hypothetical protein	ypjA	B4U62_12235	558	185	CAB14169.1	GCA_000009045.1	chromosome	NA	AL009126.3	2362407	2362964	-	conserved integral inner membrane protein of unknown function	ypjA	BSU_22530	558	185	ypjA	Groups of genes#Membrane proteins;Groups of genes#Proteins of unknown function	ypjA	ypjA	NA
AQZ92409.1	2	GCA_002055965.1	chromosome		CP020102.1	3632923	3634419	-	flagellar hook-associated protein 2	fliD	B4U62_19040	1497	498	CAB15551.1	GCA_000009045.1	chromosome	NA	AL009126.3	3632911	3634407	-	flagellar hook-associated capping protein 2 (HAP2)	fliD	BSU_35340	1497	498	fliD	Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis#Flagellar proteins;Groups of genes#Secreted proteins	fliD	fliD	yvyC->hpf, yvyC→fliT
AQZ91895.1	1	GCA_002055965.1	chromosome		CP020102.1	3076834	3078372	+	glycine/betaine ABC transporter	opuD	B4U62_16175	1539	512	CAB14985.1	GCA_000009045.1	chromosome	NA	AL009126.3	3076818	3078356	+	glycine betaine transporter	opuD	BSU_30070	1539	512	opuD	Cellular processes#Transporters#Transporters/ other#Uptake of compatible solutes;Lifestyles#Coping with stress#Coping with hyper-osmotic stress;Groups of genes#Membrane proteins	opuD	opuD;ytfQ	ytfP→opuD
AQZ90996.1	2	GCA_002055965.1	chromosome		CP020102.1	2215492	2216808	-	hypothetical protein	yopA	B4U62_11405	1317	438	CAB14014.1	GCA_000009045.1	chromosome	NA	AL009126.3	2215460	2216776	-	"conserved protein of unknown function; phage SPbeta"	yopA	BSU_20960	1317	438	yopA	Prophages and mobile genetic elements#Prophages#SP-beta prophage;Groups of genes#Membrane proteins	yopA	yopA	NA
AQZ92373.1	1	GCA_002055965.1	chromosome		CP020102.1	3591823	3592473	-	pyrophosphatase PpaX	hprP	B4U62_18850	651	216	CAB15502.1	GCA_000009045.1	chromosome	NA	AL009126.3	3591810	3592460	-	Hpr-associated pyrophosphatase	ppaX	BSU_34970	651	216	yvoE	Groups of genes#Poorly characterized/ putative enzymes	yvoE	yvoE;hprP	hprK→yvoF
AQZ90105.1	2	GCA_002055965.1	chromosome		CP020102.1	1283495	1284394	+	hypothetical protein	yjfC	B4U62_06725	900	299	CAB13070.2	GCA_000009045.1	chromosome	NA	AL009126.3	1283463	1284362	+	conserved hypothetical protein	yjfC	BSU_12130	900	299	yjfC	Groups of genes#Proteins of unknown function	yjfC	yjfC	NA
AQZ88952.1	1	GCA_002055965.1	chromosome		CP020102.1	47743	48510	+	hydrolase TatD	yabD	B4U62_00255	768	255	CAB11815.1	GCA_000009045.1	chromosome	NA	AL009126.3	47706	48473	+	D-amino acyl-tRNA deacylase	dayD	BSU_00390	768	255	yabD	Groups of genes#Proteins of unknown function	yabD	yabD	metS→yabD
AQZ91672.1	10	GCA_002055965.1	chromosome		CP020102.1	2841325	2841465	+	hypothetical protein	yrzT	B4U62_15005	141	46	CAX52675.1	GCA_000009045.1	chromosome	NA	AL009126.3	2841307	2841447	+	hypothetical protein	yrzT	BSU_27809	141	46	yrzT	Groups of genes#Proteins of unknown function	yrzT	yrzT	yrzH->yrzT
AQZ90429.1	1	GCA_002055965.1	chromosome		CP020102.1	1611685	1612458	+	RNA-binding protein	ylmH	B4U62_08460	774	257	CAB13415.1	GCA_000009045.1	chromosome	NA	AL009126.3	1611654	1612427	+	factor involved in shape determination, RNA-binding fold	ylmH	BSU_15410	774	257	ylmH	Groups of genes#Proteins of unknown function	ylmH	ylmH	ylmD→ylmH
AQZ88988.1	1	GCA_002055965.1	chromosome		CP020102.1	84327	84911	+	glutamine amidotransferase	pabA	B4U62_00445	585	194	CAB11851.1	GCA_000009045.1	chromosome	NA	AL009126.3	84290	84874	+	"4-amino-4-deoxychorismate synthase; anthranilate synthase (subunit II)"	pabA	BSU_00750	585	194	pabA	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of aromatic amino acids;Metabolism#Additional metabolic pathways#Biosynthesis of cofactors#Biosynthesis of folate	pabA	pabA;trpG;trpX	pabB→lysS
AQZ90759.1	8	GCA_002055965.1	chromosome		CP020102.1	2038934	2039422	-	DUF4944 domain-containing protein	yoaO	B4U62_10160	489	162	CAB13760.1	GCA_000009045.1	chromosome	NA	AL009126.3	2038902	2039390	-	conserved protein of unknown function	yoaO	BSU_18680	489	162	yoaO	Groups of genes#Proteins of unknown function	yoaO	yoaO	NA
AQZ92628.1	1	GCA_002055965.1	chromosome		CP020102.1	3848826	3849656	-	polyamine aminopropyltransferase	speE	B4U62_20195	831	276	CAB15777.1	GCA_000009045.1	chromosome	NA	AL009126.3	3848786	3849616	-	"spermidine synthase; polyamine metabolism"	speE	BSU_37500	831	276	speE	Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways#Metabolism of polyamines	speE	speE;ywhF	speE→speB
AQZ89264.1	2	GCA_002055965.1	chromosome		CP020102.1	408281	408928	-	hypothetical protein	yczE	B4U62_02075	648	215	CAB12152.2	GCA_000009045.1	chromosome	NA	AL009126.3	408240	408887	-	integral inner membrane protein regulating antibiotic production	yczE	BSU_03580	648	215	yczE	Groups of genes#Proteins of unknown function	yczE	yczE	yczE
AQZ92262.1	1	GCA_002055965.1	chromosome		CP020102.1	3467560	3468249	-	glycine/betaine ABC transporter permease	opuCD	B4U62_18250	690	229	CAB15385.1	GCA_000009045.1	chromosome	NA	AL009126.3	3467546	3468235	-	glycine betaine/carnitine/choline/choline sulfate ABC transporter (promiscuous permease)	opuCD	BSU_33800	690	229	opuCD	Cellular processes#Transporters#ABC transporters#Importers#Uptake of compatible solutes for osmoprotection;Lifestyles#Coping with stress#Coping with hyper-osmotic stress;Groups of genes#Membrane proteins	opuCD	opuCD;yvbB	opuCA→opuCD
AQZ91499.1	4	GCA_002055965.1	chromosome		CP020102.1	2681010	2681201	-	hypothetical protein	yqzN	B4U62_14075	192	63	CAX52664.1	GCA_000009045.1	chromosome	NA	AL009126.3	2680989	2681180	-	"conserved phage protein of unknown function; skin element"	yqzN	BSU_26089	192	63	yqzN	Prophages and mobile genetic elements#Prophages#Skin element	yqzN	yqzN	NA
AQZ89010.1	1	GCA_002055965.1	chromosome		CP020102.1	116061	116573	+	hypothetical protein	yacP	B4U62_00635	513	170	CAB11873.1	GCA_000009045.1	chromosome	NA	AL009126.3	116025	116537	+	ribosome-dependent mRNA endonuclease	raeA	BSU_00970	513	170	yacP	Information processing#RNA synthesis and degradation#RNases#Endoribonucleases	yacP	yacP;rae1	gltX→yacP
AQZ92650.1	1	GCA_002055965.1	chromosome		CP020102.1	3872909	3873616	-	bacilysin biosynthesis protein BacB	bacB	B4U62_20315	708	235	CAB15800.1	GCA_000009045.1	chromosome	NA	AL009126.3	3872869	3873576	-	3-((4R)-4-hydroxycyclohexa-1, 5-dien-1-yl)-2-oxopropanoate isomerase	bacB	BSU_37730	708	235	bacB	Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways#Biosynthesis of antibacterial compounds;Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds	bacB	bacB;ywfC;ipa-81d	bacA→bacF
AQZ88934.1	1	GCA_002055965.1	chromosome		CP020102.1	28905	29501	+	recombination protein RecR	recR	B4U62_00140	597	198	CAB11797.1	GCA_000009045.1	chromosome	NA	AL009126.3	28867	29463	+	recA filament-DNA complex stabilisation factor	recR	BSU_00210	597	198	recR	Information processing#Genetics#DNA repair/ recombination;Information processing#Genetics#DNA repair/ recombination#Other proteins	recR	recR;recM	dnaX→bofA
AQZ92356.1	1	GCA_002055965.1	chromosome		CP020102.1	3572427	3572903	-	7'8-dihydro-8-oxoguanine triphosphatase	yvcI	B4U62_18755	477	158	CAB15483.1	GCA_000009045.1	chromosome	NA	AL009126.3	3572413	3572889	-	putative triphosphate pyrophosphate hydrolase	yvcI	BSU_34780	477	158	yvcI	Information processing#Genetics#DNA repair/ recombination/ based on similarity	yvcI	yvcI	yvcI→yvcN
AQZ90749.1	8	GCA_002055965.1	chromosome		CP020102.1	2028886	2029008	+	biofilm-forming protein		B4U62_10110	123	40	CCQ48597.1	GCA_000009045.1	chromosome	NA	AL009126.3	2028854	2028976	+	conserved hypothetical protein		BSU_18596	123	40	NA	NA	NA	NA	NA
AQZ89321.1	1	GCA_002055965.1	chromosome		CP020102.1	463975	465981	+	penicillin-binding protein 3	pbpC	B4U62_02380	2007	668	CAB12221.1	GCA_000009045.1	chromosome	NA	AL009126.3	463934	465940	+	"penicillin-binding lipoprotein 3; transpeptidase"	pbpC	BSU_04140	2007	668	pbpC	Cellular processes#Cell envelope and cell division#Cell wall synthesis#Penicillin-binding proteins;Groups of genes#Secreted proteins	pbpC	pbpC;ycsM;yzsA	pbpC→ycsN
AQZ91621.1	5	GCA_002055965.1	chromosome		CP020102.1	2788938	2789639	-	hypothetical protein	yrrS	B4U62_14735	702	233	CAB14672.1	GCA_000009045.1	chromosome	NA	AL009126.3	2788920	2789621	-	conserved hypothetical protein	yrrS	BSU_27300	702	233	yrrS	Cellular processes#Cell envelope and cell division#Cell division#Other genes;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other	yrrS	yrrS	pbpI→yrrS
AQZ92613.1	3	GCA_002055965.1	chromosome		CP020102.1	3836098	3836229	+	subtilosin-A	sboA	B4U62_20115	132	43	CAB15763.1	GCA_000009045.1	chromosome	NA	AL009126.3	3836058	3836189	+	subtilosin A	sboA	BSU_37350	132	43	sboA	Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways#Biosynthesis of antibacterial compounds;Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds	sboA	sboA;sbo	sboA→albG
AQZ89846.1	1	GCA_002055965.1	chromosome		CP020102.1	1027812	1028240	+	N-acetyltransferase	yhdJ	B4U62_05340	429	142	CAB12788.1	GCA_000009045.1	chromosome	NA	AL009126.3	1027774	1028202	+	putative acetyltransferase	yhdJ	BSU_09490	429	142	yhdJ	Groups of genes#Proteins of unknown function	yhdJ	yhdJ	yhdJ
AQZ89121.1	1	GCA_002055965.1	chromosome		CP020102.1	229569	230822	+	fatty-acid peroxygenase	cypC	B4U62_01300	1254	417	CAB12004.1	GCA_000009045.1	chromosome	NA	AL009126.3	229525	230778	+	fatty acid beta-hydroxylating cytochrome P450	cypC	BSU_02100	1254	417	cypC	Metabolism#Electron transport and ATP synthesis#Electron transport/ other;Metabolism#Lipid metabolism#Lipid metabolism/ other;Lifestyles#Coping with stress#General stress proteins (controlled by SigB);Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	cypC	cypC;ybdT	cypC
AQZ92051.1	1	GCA_002055965.1	chromosome		CP020102.1	3251739	3252023	+	Na+/H+ antiporter subunit F	mrpF	B4U62_17120	285	94	CAB15153.2	GCA_000009045.1	chromosome	NA	AL009126.3	3251724	3252008	+	efflux transporter for Na+ and cholate	mrpF	BSU_31650	285	94	mrpF	Cellular processes#Transporters#Transporters/ other#Metal ion transporter;Cellular processes#Homeostasis#Metal ion homeostasis (K, Na, Ca, Mg)#Sodium uptake/ export;Groups of genes#Essential genes;Groups of genes#Membrane proteins	mrpF	mrpF;yufC	mrpA→mrpG
AQZ91745.1	1	GCA_002055965.1	chromosome		CP020102.1	2916395	2917168	-	electron transfer flavoprotein subunit beta	etfB	B4U62_15390	774	257	CAB14813.1	GCA_000009045.1	chromosome	NA	AL009126.3	2916378	2917151	-	electron transfer flavoprotein (beta subunit)	etfB	BSU_28530	774	257	etfB	Metabolism#Electron transport and ATP synthesis#Electron transport/ other;Metabolism#Lipid metabolism#Utilization of lipids#Utilization of fatty acids	etfB	etfB	lcfA→etfA, fadR→etfA
AQZ90603.1	1	GCA_002055965.1	chromosome		CP020102.1	1792838	1807969	+	non-ribosomal peptide synthetase	pksJ	B4U62_09345	15132	5043	CAB13589.3	GCA_000009045.1	chromosome	NA	AL009126.3	1792806	1807937	+	polyketide synthase of type I involved in nonribosomal synthesis of bacillaene	pksJ	BSU_17180	15132	5043	pksJ	Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways#Biosynthesis of antibacterial compounds;Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds	pksJ	pksJ;pksK	pksC→pksR, pksB→pksR
AQZ91204.1	2	GCA_002055965.1	chromosome		CP020102.1	2409753	2410001	+	ferredoxin	fer	B4U62_12500	249	82	CAB14220.1	GCA_000009045.1	chromosome	NA	AL009126.3	2409729	2409977	+	ferredoxin	fer	BSU_23040	249	82	fer	Metabolism#Electron transport and ATP synthesis#Electron transport/ other	fer	fer;ypbA	fer
AQZ93238.1	7	GCA_002055965.1	plasmid	pBS32	CP020103.1	81709	82002	+	hypothetical protein		B4U62_22560	294	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQZ90037.1	1	GCA_002055965.1	chromosome		CP020102.1	1222566	1223483	+	peptide ABC transporter permease	oppC	B4U62_06340	918	305	CAB13002.1	GCA_000009045.1	chromosome	NA	AL009126.3	1222533	1223450	+	oligopeptide ABC transporter (permease)	oppC	BSU_11450	918	305	oppC	Cellular processes#Transporters#ABC transporters#Importers#Uptake of peptides;Metabolism#Amino acid/ nitrogen metabolism#Utilization of nitrogen sources other than amino acids#Utilization of peptides;Information processing#Genetics#Genetic competence;Information processing#Regulation of gene expression#phosphorelay;Lifestyles#Exponential and early post-exponential lifestyles#Genetic competence;Lifestyles#Sporulation#phosphorelay;Groups of genes#Membrane proteins	oppC	oppC;spo0KC	oppA→oppF
